-1.3527645778917963E11, -2.4065800205358023E11, 1.7539733564714293E30
1.6576990115699353E11, -3.3842023260106415E11, 2.0465417815004802E30
1.5677641085443427E11, -3.0958599081798004E11, 2.14910924178774E30
-2.5500249989509576E11, -4.382593793865952E11, 2.242730989129346E30
3.6544645152432846E10, -5.502371213072815E11, 2.1494158571725274E30
6.557610454520751E11, -7.85465945473834E10, 2.046953702006673E30
-3.7094730661749884E11, 3.1692435567706213E11, 2.2994297653954098E30
-7.586767246630225E10, 2.501794429739402E11, 2.133056999586664E30
2.8266454201812823E11, 4.912188942752593E11, 2.131140350433519E30
-1.7097784814397107E11, 2.966719297402906E11, 2.1923199004619538E30
-3.031664418823913E11, 1.1121120137457588E11, 2.1768542617286273E30
8.378288798948631E10, 3.613296478102655E11, 2.3197120600313216E30
-1.467120692458357E11, -4.235872793883179E11, 1.8932943153164994E30
5.2099263190162506E11, 2.3429331245158002E11, 1.888125239095061E30
-9.277527696146996E10, 3.6680696953432733E11, 1.8371684121330345E30
3.330425610703256E11, -5.0967696284346716E11, 2.1814795286697004E30
-3.7611592523858E11, -3.527420243296652E11, 1.9190942038963558E30
1.5908747550416992E11, 4.338545521285877E11, 1.6863308184259203E30
-6.806074745719918E10, -3.6906452482799115E11, 1.671776708495209E30
-2.032120050087003E11, -5.202385882676049E11, 1.7907677838096712E30
-4.784318590907688E11, 1.5782934627624472E11, 2.209709680954908E30
2.759423053259779E11, 1.1380376633682156E11, 2.3841616440607664E30
2.5541782797081073E11, 4.646941694354026E11, 2.0005177984818915E30
-5.602225732889685E11, 4.012685020476064E11, 2.0674455371789612E30
3.929979622821911E11, 1.3141289496156696E10, 1.7691967765278822E30
1.3335226496970526E11, 1.0318160327327286E12, 1.9007413198763823E30
5.260742039527527E11, -9.482820987493309E11, 2.363432722415309E30
-2.6737764168162344E11, -9.841277262014486E11, 2.2709559334535052E30
-3.7511497808509503E11, -9.977435968288412E11, 2.3138771770013007E30
1.0690583503104849E12, 4.0570277929818304E11, 1.9018577608165172E30
1.108896764475697E12, -2.4966084513325916E11, 1.7985620915110797E30
3.942035238044533E11, -1.0354592534081105E12, 1.7922492101674676E30
-1.0069045262210333E12, -5.0034707470117126E11, 1.8080405843250022E30
-1.0344120925394178E12, 5.63974548336278E11, 1.5961676930301858E30
9.332036529449851E11, 5.556010159845835E11, 2.2552392689609767E30
1.138304118929253E12, -4.618330111438359E10, 1.8823078654509303E30
1.109686921989617E12, 2.945085844050391E11, 1.936539079441575E30
7.028745369485552E11, -9.480217065764509E11, 2.046637441396848E30
8.542518035571097E11, 6.536023806690621E11, 2.006509714269094E30
4.0049035542419226E11, -1.087421271885669E12, 2.2799728045815235E30
-1.1485332124355125E12, -1.3512654460713568E11, 1.862986065097574E30
-9.648100746848365E11, -3.690942240043015E11, 2.1288404170692883E30
-9.275450369051298E11, 5.921147874913333E11, 2.2954119359174378E30
9.89634418213426E10, 1.0634460690880332E12, 2.175333259161521E30
-4.0995321671340875E11, -9.741566652592582E11, 1.930041701989374E30
-1.0112152235368839E12, 4.03184840322025E10, 1.6818495996434945E30
-8.877723688759653E11, 5.1325904015076917E11, 2.193317586244818E30
4.051441958918227E11, 9.635951509721268E11, 2.126432647875769E30
5.286786762003223E11, -1.0107972493190833E12, 1.653973608677978E30
9.26218184061472E11, -3.823081864715708E11, 2.3843260998700236E30
