15.047529503142514E11, -9.852683837142452E11, 2.2042713697054797E30
12.030332721061995E11, 3.391901542197979E11, 1.9495240587951617E30
-12.167912740389452E11, -6.328782596785515E11, 1.9257376976806998E30
-5.285605495856481E11, 2.691019015674946E11, 2.2797141046292757E30
-1.961932378265151E11, -3.3506466971585223E11, 2.1288734841701332E30
6.377709445922677E10, -3.964537966480787E11, 1.890953244594869E30
4.8109605397936325E10, -4.522362498255084E11, 1.7669111610629017E30
-4.417615712464675E10, -6.86888902013114E11, 2.028346682403468E30
3.665754775749534E11, 2.1273782820881128E11, 2.0445322888734024E30
-6.560502151287725E11, -1.0617535142063501E11, 2.1361912353400963E30
4.8043076099798865E11, -4.505011438852895E11, 2.2236310585273577E30
-3.477872567931852E11, -1.9363206635374286E11, 2.2233366462321276E30
7.755858108714209E10, -3.414796210511379E11, 1.862200312587864E30
5.968173373966223E11, 3.588203854678351E11, 1.9100352747844998E30
-3.6295596030732526E11, 5.276014765437193E11, 1.7791218101605708E30
-2.1801628117259387E11, -4.8391010079961914E11, 1.7212206666077196E30
5.973872861782051E11, 1.147376701582626E11, 1.7176362890535395E30
2.7142084137567975E11, 3.567650220571649E11, 2.1898837175792752E30
-4.259428646745136E11, 3.038998315135975E11, 1.7680321252666153E30
-3.802042394512106E11, 5.997567411298318E10, 1.8448462258927757E30
-2.161929783969054E11, 3.706451757814597E11, 1.8766751980678576E30
2.7186931829804974E11, 2.3463259484546686E11, 1.9686254618091533E30
-1.146519933166998E11, -4.439358462574574E11, 1.8069370873427127E30
7.740692410852227E9, 2.803792161811077E11, 2.3258587811893554E30
-2.554047090293052E11, -4.142590448577324E11, 1.7569757591214842E30
-5.1813490831134796E10, 2.461419413889053E11, 2.326709177996311E30
2.1412703625811444E11, 3.5832181164858514E11, 1.6842057584849115E30
2.969320176834639E11, -4.290779716589613E11, 1.7493488277885676E30
4.352771750151145E11, 1.556258932424051E11, 2.271935952608864E30
6.381053216039336E10, -2.53187794611914E11, 2.30830843165699E30
-3.2989790237822514E10, -5.533141099168805E11, 1.8069085840986218E30
-3.793605190248326E11, -3.246245780490696E11, 2.3422204181466794E30
4.062404004349791E11, 2.9607306172699854E11, 2.081677203043138E30
3.788193045977372E11, 3.7824779309014984E11, 1.9977217270083274E30
5.802423250840155E11, 2.0965382863355197E11, 1.971561349877016E30
-2.481975223231302E11, 1.1371583452071329E11, 2.1381577633202418E30
3.041403212720751E11, -4.2286669414977516E10, 1.9259483726360953E30
-4.2246627069177295E11, 1.352662382715794E11, 2.3479885143495662E30
-2.753512244712081E11, 3.068643247086809E11, 2.1412372946895158E30
-1.065965087138365E11, -3.774478570129286E11, 1.6178689163638836E30
3.598761771131799E11, -3.01322641556684E11, 2.132034301507653E30
-1.820587608161588E11, 2.440841453213897E11, 2.0837193086286743E30
2.760501503148275E11, 2.3638381348397916E11, 1.9151452433728524E30
-9.084826477225677E10, 3.006275897705721E11, 1.756673752471196E30
-5.5171431711527E11, -2.6243434601290652E11, 1.632708052509174E30
2.881955523984733E11, 6.033586980157678E11, 1.99959352123996E30
-6.863063912893969E10, -5.0562929407087885E11, 2.1261899561886833E30
-5.2959702060148157E11, 4.366852445939939E11, 1.8002994861665226E30
1.8477121339729095E10, 6.74038317057084E11, 2.0575229928195958E30
-2.0419942905232498E11, -1.8721355241231308E11, 2.001809424304721E30
